seed_idx,seed,trial,trial_seed,train_rmse,train_mae,train_mape,train_pi_coverage,test_rmse,test_mae,test_mape,test_pi_coverage
4,4042,8,4050,287.94100125864674,235.99365234375,6.2025714520734265,96.07843137254902,1245.9140059750468,1057.1255696614583,17.1495094393805,58.333333333333336
4,4042,9,4051,300.45218349745517,242.09798655790442,6.336516776256958,96.07843137254902,1304.8901193871527,1127.215576171875,18.366718288172475,58.333333333333336
5,5042,0,5042,308.75707067862595,253.38540230545343,6.633083617052633,96.07843137254902,1287.4670617453623,1117.3705647786458,18.236662062205866,58.333333333333336
5,5042,1,5043,296.15210550034743,239.53993374693627,6.245800327869717,94.11764705882352,1393.2923665524377,1232.8179931640625,20.20492117960871,58.333333333333336
5,5042,2,5044,273.80508048562814,220.60144761029412,5.79693929893871,98.0392156862745,1315.2459936636474,1118.9954833984375,18.145602916275614,58.333333333333336
5,5042,3,5045,308.82198035718227,251.19643746170343,6.498643728533556,98.0392156862745,1201.2812431205334,996.4006754557291,16.037850165836634,58.333333333333336
5,5042,4,5046,293.83237014321827,239.37994025735293,6.277597116699503,98.0392156862745,1280.0523561490202,1098.6483154296875,17.875480449092215,58.333333333333336
5,5042,5,5047,299.01893936201134,246.2114066329657,6.419662407855236,94.11764705882352,1344.2488972691385,1173.3437906901042,19.161014687794665,58.333333333333336
5,5042,6,5048,326.27694369144416,264.8138260186887,6.936349269563527,96.07843137254902,1234.9820275936654,1050.3992919921875,17.06514050390865,58.333333333333336
5,5042,7,5049,278.0815899775296,221.65581437653185,5.790404557817929,94.11764705882352,1347.7854005134059,1178.1938883463542,19.253915932159313,58.333333333333336
5,5042,8,5050,268.7698789787255,226.12822648590685,5.920102951432607,96.07843137254902,1165.3587563343954,984.93017578125,15.946483556511314,83.33333333333334
5,5042,9,5051,278.6750456314838,224.01017252604166,5.806564605521879,96.07843137254902,1319.7565348361716,1147.8031412760417,18.735247579983618,58.333333333333336
6,6042,0,6042,297.93758292641803,243.5453431372549,6.38552018715675,98.0392156862745,1239.575778543125,1051.1227213541667,17.052787652540257,58.333333333333336
6,6042,1,6043,312.5179918231218,253.9072696461397,6.627425670881419,94.11764705882352,1410.7457223707004,1252.5406901041667,20.5528691701779,58.333333333333336
6,6042,2,6044,264.2658539938342,213.13104128370097,5.585566223308032,96.07843137254902,1336.0028590673992,1158.3729248046875,18.87906813056196,58.333333333333336
6,6042,3,6045,284.1300952114428,234.2034600949755,6.127695077419679,94.11764705882352,1214.973376094766,1030.0189615885417,16.710435323901276,66.66666666666666
6,6042,4,6046,312.41566363054386,253.0006414675245,6.590511245199147,94.11764705882352,1407.9939148678168,1248.8652750651042,20.48718141421807,58.333333333333336
6,6042,5,6047,236.11962843026572,185.8704283471201,5.022999677791617,96.07843137254902,1027.2371571580827,773.2096354166666,12.24899557246086,91.66666666666666
6,6042,6,6048,293.07368984049174,236.80355296415442,6.211548268005101,98.0392156862745,1269.8079671986468,1085.9834798177083,17.649773199902928,58.333333333333336
6,6042,7,6049,282.85661345257216,227.1792183670343,5.953166497889399,96.07843137254902,1314.1620438283028,1134.93017578125,18.48453652418852,58.333333333333336
6,6042,8,6050,275.15424511983724,214.97386259191177,5.595281894603202,92.15686274509804,1376.3213750249267,1201.033447265625,19.597879855766767,58.333333333333336
6,6042,9,6051,297.66822713107445,243.3026912913603,6.317411922457924,94.11764705882352,1447.556012118217,1290.4871012369792,21.19133225016542,58.333333333333336
7,7042,0,7042,288.8776073924794,235.48196710324754,6.170262624247851,96.07843137254902,1287.16800601908,1106.5143229166667,18.009438312791982,58.333333333333336
7,7042,1,7043,240.58111211957709,199.11084463082108,5.1545598173886376,96.07843137254902,1389.33642596504,1213.4033203125,19.81199931075083,58.333333333333336
7,7042,2,7044,286.9733028894343,233.30711933210785,6.115569090489626,96.07843137254902,1290.4794260558983,1109.6630859375,18.060974191160817,58.333333333333336
7,7042,3,7045,250.6843782672445,193.18508731617646,5.084688462209354,92.15686274509804,1332.2674325080573,1145.0103352864583,18.617951905489985,58.333333333333336
7,7042,4,7046,254.74659355716884,204.734619140625,5.378955711532804,96.07843137254902,1202.2331653773135,999.6072591145834,16.125002867041474,75.0
7,7042,5,7047,299.6298474449759,246.17133406096815,6.416049271977322,96.07843137254902,1403.4765665958014,1238.3797607421875,20.280106476915694,58.333333333333336
7,7042,6,7048,278.4832568168754,217.13891122855392,5.75763332989685,96.07843137254902,1153.1230271006198,964.424560546875,15.607904110851589,66.66666666666666
7,7042,7,7049,295.56745856923135,236.9730344286152,6.2063676695536465,96.07843137254902,1292.508149098071,1110.685791015625,18.071767540044213,58.333333333333336
7,7042,8,7050,264.5492897854733,206.96396771599265,5.456695421517798,94.11764705882352,1177.7207218218052,958.9786376953125,15.385201612835678,75.0
7,7042,9,7051,295.5343504864949,241.9820676317402,6.330464117267214,96.07843137254902,1324.7766426823125,1152.6380208333333,18.815808579955565,58.333333333333336
8,8042,0,8042,303.3335752246734,248.95909926470588,6.530962210479989,98.0392156862745,1267.0555903488805,1085.9740804036458,17.668259078057606,58.333333333333336
8,8042,1,8043,310.741869829893,255.42173617493873,6.697713826073628,98.0392156862745,1273.1420673061502,1094.1984456380208,17.815353639516598,58.333333333333336
8,8042,2,8044,297.4299862662409,239.2550599341299,6.26781582760054,94.11764705882352,1322.2545696822651,1149.4848225911458,18.758871592914886,58.333333333333336
8,8042,3,8045,273.9688785879644,224.8350710401348,5.956453614995967,98.0392156862745,1374.7416350460862,1190.6359049479167,19.382444955369163,58.333333333333336
8,8042,4,8046,332.38743214676555,251.14388020833334,6.332858807787825,90.19607843137256,1792.768526822251,1625.653340657552,26.844418260813857,41.66666666666667
8,8042,5,8047,241.88155363102956,188.98393458946077,5.031248346714605,92.15686274509804,1150.7504208558325,935.7600911458334,15.0472114417826,75.0
8,8042,6,8048,288.9482536654007,234.63408586090685,6.1516210541037495,98.0392156862745,1265.5303271428015,1080.6665852864583,17.559569807257606,58.333333333333336
8,8042,7,8049,309.03525731363345,247.5932856541054,6.425532642945485,94.11764705882352,1309.0896725032774,1128.2302652994792,18.377239721932533,58.333333333333336
8,8042,8,8050,254.63235195469935,197.66278435202207,5.124174230126003,94.11764705882352,1442.0055307599566,1267.0339762369792,20.698962162668103,58.333333333333336
8,8042,9,8051,220.50113292168308,177.18950099571077,4.711429462258307,96.07843137254902,933.5203168675822,640.7374267578125,10.016161711715371,91.66666666666666
9,9042,0,9042,308.5402778341497,254.78968003216912,6.628138824330361,96.07843137254902,1214.4833174383157,1021.664306640625,16.55387827158791,66.66666666666666
9,9042,1,9043,257.1660547606024,209.2826430376838,5.520775810325725,96.07843137254902,1293.1498063456072,1092.3824869791667,17.693550951316407,58.333333333333336
9,9042,2,9044,311.6537064768547,249.96920477175246,6.53304090196511,94.11764705882352,1334.6474449038058,1168.4853922526042,19.11172347134276,58.333333333333336
9,9042,3,9045,263.6826364447183,208.85629691329657,5.498668807732457,94.11764705882352,1140.0992260685791,919.5154622395834,14.751256677082356,75.0
9,9042,4,9046,279.1317149825531,220.0793648514093,5.819512319089892,94.11764705882352,1056.3525950732194,814.3387858072916,12.957847407783188,83.33333333333334
9,9042,5,9047,351.34267119675053,274.83319929534315,7.101495128180929,92.15686274509804,1371.1856329645525,1119.6311848958333,18.10217332896952,75.0
9,9042,6,9048,234.2160805798324,187.5725528492647,4.904978563190362,98.0392156862745,1007.4511277477933,710.612060546875,11.262199558458969,91.66666666666666
