County,State,County-State,census_division,population_total,female_pct,median_age,under18_pct,over65_pct,white_pct,black_pct,aian_pct,asian_pct,nhpi_pct,otherrace_pct,hispanic_pct,poverty_pct,area_sqmi,pop_sqmi,nonenglish,customer,too_small,region,vlarge,large,vsmall,vblack,vhispanic,vnonenglish,dense,sparse,poor,group,RANDOM,group_rank
Honolulu County, Hawaii,"Honolulu County, Hawaii",9,984821,49.6,37.9,21.2,17.3,38.3,4.3,2.1,61.1,24.7,2.6,9.8,8.3,600.625,1640,27.9,0,0,west,0,0,0,0,0,1,1,0,0,vnonenglish,0.208,27
Hood County, Texas,"Hood County, Texas",7,58318,51.3,47,21.1,24.7,96.4,1,1.7,1.1,0.2,1,12.4,9.7,420.69,139,9.4,0,0,south,0,0,1,0,0,0,0,1,0,vsmall,0.563,170
Hood River County, Oregon,"Hood River County, Oregon",9,23209,50,39.3,24.1,15.6,92.6,0.9,1.7,2.7,0.1,5.8,31.4,6.2,522.087,44,29.2,0,1,,0,0,1,0,1,0,0,1,0,NA,0.131,1842
Hooker County, Nebraska,"Hooker County, Nebraska",4,693,53.2,53.3,16.6,32.6,97.7,1,0.6,0,0,0.7,6.5,15.3,721.16,1,2.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.469,1120
Hoonah-Angoon Census Area, Alaska,"Hoonah-Angoon Census Area, Alaska",9,2139,46.6,49.6,15.1,20.5,55.9,4.2,47.5,2.4,0.5,1.1,6.8,10.3,6555.258,0,12,0,1,,0,0,1,0,0,0,0,1,0,NA,0.17,1743
Hopewell city, Virginia,"Hopewell city, Virginia",5,22456,53.2,36.2,25.7,15.5,52.8,44.9,0.6,2,0.1,2.2,7.9,23.6,10.354,2169,8.5,0,1,,0,0,1,1,0,0,1,0,1,NA,0.642,728
Hopkins County, Kentucky,"Hopkins County, Kentucky",6,45331,51.2,41.8,23,18,92.3,8,0.7,0.8,0,0.5,2.1,19.4,542.084,84,1.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.118,1870
Hopkins County, Texas,"Hopkins County, Texas",7,36486,50.9,39.2,24.9,18.3,86.3,7.9,1.2,0.9,0.3,5.5,16.9,14,767.431,48,13.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.111,1887
Horry County, South Carolina,"Horry County, South Carolina",5,332172,51.7,45.9,18.3,23.2,82.6,14.1,1,1.7,0.1,2.2,6,15,1133.312,293,7.3,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.692,60
Hot Spring County, Arkansas,"Hot Spring County, Arkansas",7,33597,48,41.3,20.5,18.7,86.2,12,1.5,0.6,0,1.5,3.5,18,614.944,55,2.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.141,1827
Hot Springs County, Wyoming,"Hot Springs County, Wyoming",8,4607,49.8,46.6,19.8,24,96.9,0.2,3.5,0,0,0.5,3.8,15.2,2004.431,2,3.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.587,838
Houghton County, Michigan,"Houghton County, Michigan",3,36070,46,33,20.2,17,95.2,1.4,1.5,3.4,0.2,0.7,1.6,20.2,1009.101,36,6.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.813,417
Houston County, Alabama,"Houston County, Alabama",6,104702,52.1,40.1,23.3,17.2,71.1,27.9,1.1,1.3,0.1,0.8,3.3,18.2,579.826,181,3.8,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.327,130
Houston County, Georgia,"Houston County, Georgia",5,153507,51.5,35.4,25.7,12.4,63.5,33.2,1.2,4.1,0.1,1.8,6.5,13.9,376.046,408,9.4,0,0,south,0,0,0,1,0,0,0,0,1,vblack,0.634,17
Houston County, Minnesota,"Houston County, Minnesota",4,18648,49.8,45.3,21.7,20.8,97.8,1.9,0.5,0.5,0.1,0.3,1.1,7.9,552.113,34,2.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.219,1646
Houston County, Tennessee,"Houston County, Tennessee",6,8164,49.1,43.9,21.5,20.9,93.5,6,1.1,0.4,0.2,0,0.4,16.8,200.294,41,0.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.753,523
Houston County, Texas,"Houston County, Texas",7,22954,45.8,44.5,19.6,21.3,71.4,26.5,0.9,0.9,0,2.3,11.1,21.8,1231.001,19,8.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.958,95
Howard County, Arkansas,"Howard County, Arkansas",7,13311,52,39.2,26,17.6,69.3,21.7,1.7,0.3,0.1,9.2,12.5,19.4,587.326,23,13,0,1,,0,0,1,0,0,0,0,1,1,NA,0.151,1805
Howard County, Indiana,"Howard County, Indiana",3,82331,51.6,41.7,22.7,19.1,89.4,9.2,0.9,1.6,0.2,1,3.4,14.9,293.074,281,3.5,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.141,344
Howard County, Iowa,"Howard County, Iowa",4,9226,50,41.5,25.4,20.2,99.2,0.7,0.3,0.8,0,0,1.6,9,473.247,19,4.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.368,1338
Howard County, Maryland,"Howard County, Maryland",5,318855,51.1,38.8,24.4,13.4,60.7,21.2,1,20.2,0.1,1.8,6.9,5,250.95,1271,25.4,0,0,south,0,0,0,0,0,1,1,0,0,vnonenglish,0.231,25
Howard County, Missouri,"Howard County, Missouri",4,10058,49.3,39.1,22,18.5,92.4,6.3,1.4,0.5,0.1,0.4,1.6,14.1,463.801,22,1.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.75,529
Howard County, Nebraska,"Howard County, Nebraska",4,6417,49.2,43.1,24.2,21.1,98.1,1,0.4,0.4,0.1,1.4,2.5,7.9,569.338,11,2.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.368,1337
Howard County, Texas,"Howard County, Texas",7,36349,44.6,36.5,22.1,12.9,86.1,6.6,1.7,1.3,0.5,7.2,42.5,17.3,900.791,40,29.9,0,1,,0,0,1,0,1,0,0,1,1,NA,0.837,362
Howell County, Missouri,"Howell County, Missouri",4,40104,51.2,40.9,23.9,19.6,97.8,0.5,2.2,1,0.1,0.1,2.1,22.3,927.177,43,2.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.682,646
Hubbard County, Minnesota,"Hubbard County, Minnesota",4,21019,49.4,48.7,21.1,24.8,95.4,1.1,3.5,0.8,0.1,1.2,2.1,11.8,926.007,23,3.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.283,1508
Hudson County, New Jersey,"Hudson County, New Jersey",2,670046,50.3,35.3,20.5,11.7,57.5,13.9,0.9,16.5,0.2,15,43.1,15.2,46.194,14505,59,0,0,northeast,0,0,0,0,1,1,1,0,1,vhispanic,0.551,19
Hudspeth County, Texas,"Hudspeth County, Texas",7,4415,49.8,37,24.5,15.3,69.9,4,0.9,0.8,0,27.2,77.8,24.4,4570.525,1,74.6,0,1,,0,0,1,0,1,0,0,1,1,NA,0.107,1903
Huerfano County, Colorado,"Huerfano County, Colorado",8,6679,50.8,55,16.1,31.2,96,1.9,3.2,1.4,0,1.6,34.3,15.8,1591.033,4,9.5,0,1,,0,0,1,0,1,0,0,1,1,NA,0.444,1167
Hughes County, Oklahoma,"Hughes County, Oklahoma",7,13372,46.8,39.4,22.1,18.8,72.2,6.9,25.9,0.3,0,0.7,5.6,20.7,804.471,17,5.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.994,12
Hughes County, South Dakota,"Hughes County, South Dakota",4,17608,51.1,38,23.3,16.8,86.7,0.5,14.7,0.5,0,0.7,3.2,11.2,741.527,24,3.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.755,518
Humboldt County, California,"Humboldt County, California",9,135940,50.3,38.4,19.2,17.3,85.8,2.7,8.8,4.4,0.8,4.7,11.6,20.1,3568.188,38,11.7,0,0,west,0,0,0,0,0,0,0,1,1,sparse,0.955,11
Humboldt County, Iowa,"Humboldt County, Iowa",4,9554,51,42.9,23.3,20.8,98.6,0.8,0.7,0.5,0.2,0.5,4.4,13,434.372,22,4.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.16,1773
Humboldt County, Nevada,"Humboldt County, Nevada",8,16828,48.4,36,27.1,13.4,88,0.8,6.3,1.2,0.3,5.3,27,13.3,9640.792,2,21.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.727,573
Humphreys County, Mississippi,"Humphreys County, Mississippi",6,8389,52.2,38.3,26.8,16.3,20.8,76,0.3,0.1,0,2.8,3.3,36.4,418.68,20,2.1,0,1,,0,0,1,1,0,0,0,1,1,NA,0.977,53
Humphreys County, Tennessee,"Humphreys County, Tennessee",6,18435,51.5,42,21,19.3,95.4,3.4,1.9,0.7,0.1,1.1,2.5,15.6,530.763,35,2.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.583,846
Hunt County, Texas,"Hunt County, Texas",7,94162,50.9,38,23.9,15.8,81.9,8.7,1.6,1.8,0.3,8,16.4,16.1,840.416,112,14.2,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.214,311
Hunterdon County, New Jersey,"Hunterdon County, New Jersey",2,124823,50.2,46.3,19.9,17.9,91.7,3.1,0.4,4.8,0.2,1.3,6.5,4.5,427.835,292,11.2,0,0,northeast,0,0,0,0,0,0,0,1,0,sparse,0.554,87
Huntingdon County, Pennsylvania,"Huntingdon County, Pennsylvania",2,45369,46.9,43.7,18.2,20.5,92.9,6.7,0.5,0.9,0.1,0.7,2,12.3,874.652,52,4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.374,1321
Huntington County, Indiana,"Huntington County, Indiana",3,36359,50.7,40.7,21.5,16.9,96.6,1.1,0.8,0.8,0.1,1.3,2.5,10.9,382.652,95,3.6,0,1,,0,0,1,0,0,0,0,1,0,NA,0.693,624
Huron County, Michigan,"Huron County, Michigan",3,31349,50.4,49.2,19.3,24.7,98.3,0.9,0.8,0.8,0.1,0.6,2.4,13,836.017,37,3.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.699,614
Huron County, Ohio,"Huron County, Ohio",3,58339,50.6,39.8,24.3,16.7,97.4,2.3,0.9,0.5,0.1,0.8,6.6,13.2,492.243,119,5.1,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.83,66
Hutchinson County, South Dakota,"Hutchinson County, South Dakota",4,7308,51.3,43,24.8,23.1,98.2,0.2,2.9,0.4,0,0.1,2.2,9.6,813.013,9,5.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.734,560
Hutchinson County, Texas,"Hutchinson County, Texas",7,21344,49.5,38,25.7,16.3,92.8,3,2.9,1.3,0.7,3.6,23.3,14.6,887.42,24,11.9,0,1,,0,0,1,0,0,0,0,1,1,NA,0.056,2028
Hyde County, North Carolina,"Hyde County, North Carolina",5,5213,47.3,40.9,20.9,19.4,67.5,30.7,0.1,0,0,2.6,10.3,24.3,612.345,9,12.2,0,1,,0,0,1,1,0,0,0,1,1,NA,0.563,895
Hyde County, South Dakota,"Hyde County, South Dakota",4,1319,48.1,53.3,19.2,26.2,90.9,2.4,7.6,1.4,0,0.2,0.7,10.5,860.629,2,0.5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.789,458
Iberia Parish, Louisiana,"Iberia Parish, Louisiana",7,71887,51.1,36.5,26.3,14.5,63.4,33.8,0.9,3.2,0,2,4.2,22.1,573.714,125,10.3,0,0,south,0,0,1,1,0,0,0,1,1,vsmall,0.538,181
Iberville Parish, Louisiana,"Iberville Parish, Louisiana",7,32822,49.6,38.4,21.1,15.2,50.9,48.8,0.8,0.6,0,0.5,2.6,18.2,618.719,53,3.6,0,1,,0,0,1,1,0,0,0,1,1,NA,0.115,1875
Ida County, Iowa,"Ida County, Iowa",4,6901,50.1,43.7,23.5,21.9,98.1,0.8,1.2,0.3,0,0.4,2.4,9.6,431.513,16,1.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.278,1518
Idaho County, Idaho,"Idaho County, Idaho",8,16411,47.4,50.2,19.6,26.9,94.7,0.2,5,0.8,0,0.8,3.4,14.3,8477.499,2,4.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.052,2033
Imperial County, California,"Imperial County, California",9,180701,48.7,32.4,28.7,12.6,68.3,3.4,2,2.1,0.3,27.7,84.2,24.1,4175.539,43,76.5,0,0,west,0,0,0,0,1,0,0,1,1,vhispanic,0.074,43
Independence County, Arkansas,"Independence County, Arkansas",7,37427,51,39.3,24,17.2,93.7,3,1.1,1.1,0,3.8,6.3,16.7,763.712,49,4.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.259,1558
Indian River County, Florida,"Indian River County, Florida",5,153989,52,53.5,16.4,32.3,88.4,9.8,0.7,1.9,0.1,1.1,12.4,11.4,502.81,306,13.3,0,0,south,0,0,0,0,0,0,0,0,0,other,0.927,4
Indiana County, Pennsylvania,"Indiana County, Pennsylvania",2,85032,49.9,40.2,18,18.8,96.1,3.2,0.6,1.3,0.1,0.4,1.3,16.3,827.404,103,6.4,0,0,northeast,0,0,1,0,0,0,0,1,1,vsmall,0.59,156
Ingham County, Michigan,"Ingham County, Michigan",3,290587,51.3,32,19.9,13.1,79,14.9,1.9,7.7,0.2,2.1,7.8,19.6,556.084,523,12.7,1,0,midwest,0,0,0,0,0,0,0,0,1,CUSTOMER,0.47,6
Inyo County, California,"Inyo County, California",9,17977,49.6,45.8,20.1,22.8,83.2,1.4,14.1,2.3,0.4,3.6,22.4,9.3,10197.261,2,17.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.025,2096
Ionia County, Michigan,"Ionia County, Michigan",3,64300,46.7,38.7,23.1,14.5,93.7,5.6,1.1,0.8,0.1,1.2,4.8,11.8,571.32,113,2.9,0,0,midwest,0,0,1,0,0,0,0,1,0,vsmall,0.097,356
Iosco County, Michigan,"Iosco County, Michigan",3,25197,50.2,52.9,16.5,29.1,97.2,1.1,1.9,1,0,0.4,2.3,15.2,549.104,46,3.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.972,61
Iowa County, Iowa,"Iowa County, Iowa",4,16189,50.5,41.7,23,18.4,98,1.7,0.1,1,0,0.5,2.9,8.7,586.455,28,3.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.158,1777
Iowa County, Wisconsin,"Iowa County, Wisconsin",3,23618,49.8,42.8,22.9,18,97.8,1.2,0.5,1,0.1,0.5,1.8,8.8,762.698,31,3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.633,747
Iredell County, North Carolina,"Iredell County, North Carolina",5,175538,50.8,40.6,23.2,15.6,83.3,13.1,1,3,0.1,1.8,7.6,10.9,574.415,306,9.4,0,0,south,0,0,0,0,0,0,0,0,0,other,0.07,106
Irion County, Texas,"Irion County, Texas",7,1620,48.3,42.7,26.2,16.9,77,4.1,0.5,0,0,19.3,25.6,14.9,1051.544,2,19.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.028,2084
Iron County, Michigan,"Iron County, Michigan",3,11152,50.3,54.3,16,30,96.8,0.9,2.1,0.7,0.1,0.6,2.1,13.1,1165.997,10,2.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.264,1548
Iron County, Missouri,"Iron County, Missouri",4,10164,50.8,45.7,20.8,21.9,97.8,2,1.6,0.6,0.2,0.5,1.8,22.3,550.263,18,2.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.938,136
Iron County, Utah,"Iron County, Utah",8,51213,50.5,29.1,28.7,12.5,94.2,1.4,2.6,1.5,0.8,2.3,8.7,17,3296.337,16,7.7,0,0,west,0,0,1,0,0,0,0,1,1,vsmall,0.849,59
Iron County, Wisconsin,"Iron County, Wisconsin",3,5687,49.2,54.9,14,30.1,97.6,0.2,2.5,0.6,0,0.1,1.4,14.6,758.209,8,2.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.344,1385
Iroquois County, Illinois,"Iroquois County, Illinois",3,27812,51.2,44.4,21.8,21.2,94.1,1.8,0.7,0.6,0.4,4.6,7,12.5,1117.395,25,6.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.635,742
Irwin County, Georgia,"Irwin County, Georgia",5,9320,47.4,39.7,22,18.7,70.2,29,0.1,0.4,0,0.7,3.8,23.9,354.363,26,3.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.094,1936
Isabella County, Michigan,"Isabella County, Michigan",3,70688,51.4,28.1,17.4,12.2,91.3,3.9,5.1,2.5,0.1,1,4,26,572.7,123,5.9,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.242,298
Isanti County, Minnesota,"Isanti County, Minnesota",4,39430,49.3,40,23.8,15.5,97.1,1.4,1.4,1.6,0,0.5,2,7.3,435.758,90,3,0,1,,0,0,1,0,0,0,0,1,0,NA,0.392,1278
Island County, Washington,"Island County, Washington",9,82866,50,44.2,18.3,24,88.8,4.2,2.8,7,1,2,7.7,7.8,208.474,397,9,0,0,west,0,0,1,0,0,0,0,0,0,vsmall,0.742,98
Isle of Wight County, Virginia,"Isle of Wight County, Virginia",5,36627,51,44.3,20.9,18.6,74.7,24.2,1,1.6,0.2,1.2,3.1,10.5,315.685,116,4.8,0,1,,0,0,1,0,0,0,0,1,0,NA,0.972,63
Issaquena County, Mississippi,"Issaquena County, Mississippi",6,1361,38.2,42.2,14.6,16.2,37.8,61.6,0,0,0,0.6,1.3,36,412.98,3,0.6,0,1,,0,0,1,1,0,0,0,1,1,NA,0.819,407
Itasca County, Minnesota,"Itasca County, Minnesota",4,45141,49.4,46.3,21,22.6,95.1,0.9,5.4,0.6,0,0.3,1.5,12.2,2667.74,17,2.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.465,1126
Itawamba County, Mississippi,"Itawamba County, Mississippi",6,23462,49.6,39.9,21.8,17.3,91.9,7.8,0.6,0.1,0,0.5,1.6,13.5,532.795,44,1.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.483,1085
Izard County, Arkansas,"Izard County, Arkansas",7,13570,47.9,47.9,17.8,25,96.6,1.9,3.4,0,0.3,0.4,2.3,15.1,580.177,23,3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.648,714
Jack County, Texas,"Jack County, Texas",7,8852,42.9,39.6,21.2,17.1,93.7,5.1,0.8,0.1,0,1.1,16.9,16.3,910.972,10,12.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.807,423
Jackson County, Alabama,"Jackson County, Alabama",6,51852,51.1,43.1,21.2,19.5,94.2,4,3.2,0.6,0.2,0.6,2.9,18.6,1078.015,48,1.5,0,0,south,0,0,1,0,0,0,0,1,1,vsmall,0.006,387
Jackson County, Arkansas,"Jackson County, Arkansas",7,17027,50.5,39.7,20.2,17.5,86.8,14.7,7.5,0.2,0.1,0.4,2.9,24.4,633.611,27,2.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.009,2135
Jackson County, Colorado,"Jackson County, Colorado",8,1261,48.6,51.6,14.7,28.3,98.3,0,0.4,0,0,1.7,17.4,9.6,1613.726,1,8.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.079,1966
Jackson County, Florida,"Jackson County, Florida",5,47945,45.1,41.7,18.6,19.3,70.5,27.8,1.3,1.1,0.7,1.1,4.9,19.4,918.186,52,6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.156,1783
Jackson County, Georgia,"Jackson County, Georgia",5,67885,50.5,38.1,25.4,14.4,88.7,7.8,0.6,2.2,0.3,2.9,7.7,11.3,339.658,200,8.4,0,0,south,0,0,1,0,0,0,0,1,0,vsmall,0.358,260
Jackson County, Illinois,"Jackson County, Illinois",3,57977,50.6,31.9,18.4,14.8,78.8,16.5,1,4.4,0.2,2.1,4.4,26.5,583.57,99,8.9,0,0,midwest,0,0,1,0,0,0,0,1,1,vsmall,0.029,379
Jackson County, Indiana,"Jackson County, Indiana",3,44025,50.4,38.5,24.5,15.9,92.3,1.5,0.8,2.4,0.1,4.4,7,14.6,509.978,86,7.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.421,1219
Jackson County, Iowa,"Jackson County, Iowa",4,19401,49.9,44.3,22.2,20.4,98,1.5,0.1,0.6,1,0.1,1.5,13.1,636.043,31,1.3,0,1,,0,0,1,0,0,0,0,1,1,NA,0.807,424
Jackson County, Kansas,"Jackson County, Kansas",4,13266,50,41.2,25,18.8,89.9,0.7,11.6,0.8,0.2,0.8,4.6,11.7,656.219,20,3.1,0,1,,0,0,1,0,0,0,0,1,0,NA,0.463,1130
Jackson County, Kentucky,"Jackson County, Kentucky",6,13369,50.4,42.2,22.5,17,99.7,0.5,1.4,0.1,0,0,0.2,32,345.195,39,1.2,0,1,,0,0,1,0,0,0,0,1,1,NA,0.723,580
Jackson County, Michigan,"Jackson County, Michigan",3,158636,49,41.2,21.7,17.2,90.3,9.9,1,1.3,0.1,0.7,3.5,13.8,701.897,226,3.1,0,0,midwest,0,0,0,0,0,0,0,1,1,sparse,0.324,131
Jackson County, Minnesota,"Jackson County, Minnesota",4,9954,48.9,44.8,21.6,21.6,96.1,1.3,0.1,2.8,0,1.6,3.6,7.9,702.972,14,5.4,0,1,,0,0,1,0,0,0,0,1,0,NA,0.917,181
Jackson County, Mississippi,"Jackson County, Mississippi",6,142376,50.6,38.8,23.6,15.6,72.9,22.4,1.1,3,0.3,2.9,6.5,16.2,722.825,197,6.7,0,0,south,0,0,0,0,0,0,0,1,1,sparse,0.513,93
Jackson County, Missouri,"Jackson County, Missouri",4,696216,51.6,36.8,23.7,14.6,69.8,25.2,1.5,2.6,0.4,4.2,9,14.7,604.52,1152,9.4,0,0,midwest,0,0,0,0,0,0,1,0,1,dense,0.291,27
Jackson County, North Carolina,"Jackson County, North Carolina",5,42938,51.1,37.7,16.8,19.3,85.9,3.1,10.3,1.3,0.1,3.1,5.9,18.7,491.11,87,6.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.918,177
Jackson County, Ohio,"Jackson County, Ohio",3,32450,51.5,40.1,24.1,16.8,99.1,1.5,1.1,0.2,0.1,0.3,1.1,18.8,420.31,77,3.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.194,1702
Jackson County, Oklahoma,"Jackson County, Oklahoma",7,25063,49.9,34.1,25.4,14.8,78.5,9.3,4.1,1.9,0.3,13.3,24.1,17.3,802.653,31,15.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.131,1843
Jackson County, Oregon,"Jackson County, Oregon",9,216574,51.2,42.6,20.7,21.5,94.8,1.5,3,2.4,0.6,1.7,12.8,15.5,2783.252,78,10.3,0,0,west,0,0,0,0,0,0,0,1,1,sparse,0.375,121
Jackson County, South Dakota,"Jackson County, South Dakota",4,3290,50.4,32.2,31.6,14.3,41.1,0.4,60,0.6,0,0.1,0.3,45.4,1863.883,2,12.8,0,1,,0,0,1,0,0,1,0,1,1,NA,0.149,1809
Jackson County, Tennessee,"Jackson County, Tennessee",6,11682,49.7,46.8,18.1,22,97.9,0.7,1.7,0.1,0,1.8,2.1,19.2,308.81,38,2.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.724,576
Jackson County, Texas,"Jackson County, Texas",7,14816,50.6,37.7,25.5,17.4,88.7,7.4,0.4,1.2,0.1,4.2,33.1,13.4,829.443,18,22.2,0,1,,0,0,1,0,1,0,0,1,1,NA,0.203,1687
Jackson County, West Virginia,"Jackson County, West Virginia",5,28907,50.4,43.7,21.5,19.9,98.5,1,0.9,0.4,0,0.1,0.7,17.7,464.359,62,1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.082,1955
Jackson County, Wisconsin,"Jackson County, Wisconsin",3,20522,46.6,41.7,21.9,18.5,90.3,2.7,7.5,0.8,0,1.8,3.5,11.6,987.915,21,6.9,0,1,,0,0,1,0,0,0,0,1,0,NA,0.584,842
Jackson Parish, Louisiana,"Jackson Parish, Louisiana",7,15879,49.3,40.9,21.4,20.1,68.2,29.8,0.4,0.7,0,1.4,1.7,22.8,569.378,28,2.5,0,1,,0,0,1,0,0,0,0,1,1,NA,0.692,628
James City County, Virginia,"James City County, Virginia",5,74916,51.8,46.5,20.1,24.6,83.5,14.4,0.8,3.7,0.4,0.7,5.8,7.3,142.298,526,8,0,0,south,0,0,1,0,0,0,0,0,0,vsmall,0.092,360
Jasper County, Georgia,"Jasper County, Georgia",5,13916,51.6,43,23.3,17.5,76.5,21.1,0.1,0.7,0,2.7,3.9,15.5,368.406,38,3.7,0,1,,0,0,1,0,0,0,0,1,1,NA,0.11,1890
Jasper County, Illinois,"Jasper County, Illinois",3,9594,50.3,43.1,23.2,19,99.3,0.5,2,0.1,0,0.1,0.4,13.7,494.614,19,2.8,0,1,,0,0,1,0,0,0,0,1,1,NA,0.799,442
Jasper County, Indiana,"Jasper County, Indiana",3,33447,50,40.3,23.6,17.3,96.4,1.5,0.7,0.7,0,2.9,6,8.2,559.68,60,5,0,1,,0,0,1,0,0,0,0,1,0,NA,0.142,1820
Jasper County, Iowa,"Jasper County, Iowa",4,36971,48.9,42.1,22.4,18.9,96.9,2.6,0.9,0.9,0.1,0.6,2.3,9,730.426,51,3.2,0,1,,0,0,1,0,0,0,0,1,0,NA,0.625,761
Jasper County, Mississippi,"Jasper County, Mississippi",6,16505,51.3,41,22.7,19.7,45.2,54.6,0.3,0,0,0.4,0.5,22.3,676.311,24,0.4,0,1,,0,0,1,1,0,0,0,1,1,NA,0.498,1052
Jasper County, Missouri,"Jasper County, Missouri",4,119920,51.2,36.2,25.1,15.2,93.6,3.2,3.2,1.6,0.5,1.6,8,17.1,638.506,188,7.6,0,0,midwest,0,0,0,0,0,0,0,1,1,sparse,0.971,7
Jasper County, South Carolina,"Jasper County, South Carolina",5,28657,49.8,40.3,20.9,18.2,54,43,0.6,1,0.1,3.6,13.4,17.7,655.16,44,13,0,1,,0,0,1,1,0,0,0,1,1,NA,0.528,967
Jasper County, Texas,"Jasper County, Texas",7,35506,50.7,40.5,24.1,19.4,78.5,17,1.1,0.9,0.3,3.9,6.7,18.5,938.655,38,6.6,0,1,,0,0,1,0,0,0,0,1,1,NA,0.857,324
Jay County, Indiana,"Jay County, Indiana",3,20840,49.8,39.7,25.3,17.3,98,0.8,0.4,1,0,0.9,3.1,14.1,383.905,54,4.1,0,1,,0,0,1,0,0,0,0,1,1,NA,0.883,268
Jeff Davis County, Georgia,"Jeff Davis County, Georgia",5,15036,51.1,36.6,26.7,15.1,80.2,18.1,0,0.2,0,4.7,12.1,22,330.919,45,7.4,0,1,,0,0,1,0,0,0,0,1,1,NA,0.38,1308
Jeff Davis County, Texas,"Jeff Davis County, Texas",7,2241,55.9,55.8,16.8,34,97.5,1,0.8,0,0,1.5,39.8,3.9,2264.556,1,43,0,1,,0,0,1,0,1,0,0,1,0,NA,0.122,1861
Jefferson County, Alabama,"Jefferson County, Alabama",6,659680,52.7,37.7,22.9,15.4,53.2,43.8,0.7,2.1,0.1,2,3.9,16,1111.531,593,5.8,0,0,south,0,0,0,1,0,0,0,0,1,vblack,0.365,33
Jefferson County, Arkansas,"Jefferson County, Arkansas",7,69282,50.5,38.7,22.1,16.8,40.7,57.3,0.7,1,0.1,1.4,2.1,22.2,872.367,79,4,0,0,south,0,0,1,1,0,0,0,1,1,vsmall,0.739,100
Jefferson County, Colorado,"Jefferson County, Colorado",8,574798,50.2,40.3,20,16,93.2,1.9,1.6,3.8,0.2,2.4,15.4,7.1,764.38,752,10.6,0,0,west,0,0,0,0,0,0,0,0,0,other,0.093,99
Jefferson County, Florida,"Jefferson County, Florida",5,14161,47.5,48,16.3,22.9,64,35.2,0.8,0.6,0.1,0.6,4.1,16.5,598.079,24,7.5,0,1,,0,0,1,1,0,0,0,1,1,NA,0.481,1088
Jefferson County, Georgia,"Jefferson County, Georgia",5,15618,51.8,40,23.6,18,44.6,53.6,0.3,0.4,0,2.1,3.8,24.6,526.555,30,4.4,0,1,,0,0,1,1,0,0,0,1,1,NA,0.52,993
