order,seasonal_order,AIC,BIC,MAE,RMSE
"(0, 1, 2)","(1, 2, 1)",22500.457517931194,22529.39027696334,105.95017224192523,137.5218503576135
"(1, 1, 1)","(1, 2, 1)",22509.6922632726,22538.627098285673,106.30237412235842,137.8288208232081
"(1, 1, 1)","(1, 2, 0)",24313.431142373585,24336.580670479525,104.98442514659732,138.06725106629347
"(2, 2, 1)","(1, 1, 0)",22546.43857059934,22575.396184695095,106.58561641605615,138.0845723240593
"(0, 1, 1)","(1, 2, 1)",22507.78676798464,22530.934635995098,106.80135755721909,138.24925135808778
"(1, 2, 2)","(1, 1, 0)",22554.885596188076,22583.845275972766,106.86192300139615,138.31220676391254
"(0, 2, 2)","(1, 1, 0)",22562.30730278542,22585.47669848187,107.37859833148609,138.74829643799276
"(0, 2, 1)","(0, 2, 1)",23276.697840740537,23294.05749615982,112.08005966441195,143.20167095540876
"(2, 2, 1)","(1, 2, 0)",24348.626582681667,24377.55934171381,111.95870506913928,145.184192480799
"(2, 2, 1)","(0, 2, 1)",23155.863113948886,23184.79587298103,116.49557863692151,146.90537349827758
"(0, 2, 0)","(1, 0, 2)",23786.431299895296,23809.599043723047,119.83480868965188,148.81175599408158
"(1, 1, 1)","(0, 2, 2)",21492.597984130873,21521.507850303045,121.6176273284978,150.96127049274233
"(0, 1, 2)","(0, 2, 2)",21474.33473139739,21503.242511193566,121.82806357638306,151.2033636201784
"(1, 1, 0)","(1, 2, 2)",21491.200199326664,21520.1121510046,121.85612519461876,151.21261266046827
"(1, 1, 2)","(2, 2, 2)",21479.15201697737,21525.404464651252,121.8592881731935,151.2181595405134
"(1, 1, 1)","(2, 2, 2)",21486.52855272698,21527.002365368022,121.87491447430871,151.23169299605178
"(2, 1, 0)","(1, 2, 2)",21492.66660998275,21527.360951996274,121.881434619841,151.23242349940034
"(2, 1, 1)","(0, 2, 2)",21485.397591976565,21520.08943138317,121.87034527033464,151.2361415814232
"(1, 1, 2)","(0, 2, 2)",21476.583306700268,21511.27264245568,121.87689710161321,151.24480584154966
"(1, 1, 0)","(0, 2, 2)",21489.223677707767,21512.353239050117,121.901707536098,151.25685791282118
"(2, 1, 0)","(2, 2, 2)",21485.763398041294,21526.237210682335,121.91512210750616,151.27240076110172
"(2, 1, 0)","(0, 2, 2)",21490.677265768463,21519.5892174464,121.9312369228261,151.28607731985468
"(0, 1, 1)","(1, 2, 2)",21482.961381996214,21511.871248168387,122.04403467030328,151.38544963279597
"(0, 1, 1)","(2, 2, 2)",21484.758185039846,21519.45002444645,122.1050097584193,151.4437937275144
"(0, 1, 1)","(0, 2, 2)",21480.975075894996,21504.102968832733,122.13290601899364,151.4709448586767
"(1, 1, 2)","(1, 2, 2)",21478.16914253432,21518.64003424897,122.19802590431279,151.53865921001477
"(1, 1, 0)","(2, 2, 2)",21493.026860141075,21527.7212021546,122.4397203162363,151.7351504482189
"(1, 1, 1)","(1, 2, 2)",21483.805870292876,21518.49770969948,122.44620758626024,151.77272432602373
"(2, 1, 2)","(1, 2, 2)",21505.73267805523,21551.985125729112,123.00028657790251,152.25781052443915
"(2, 1, 2)","(2, 2, 2)",21524.072057754856,21576.106061387974,123.57214957098591,152.82485161601346
"(0, 2, 2)","(0, 2, 1)",23143.63157062975,23166.776116380883,123.05523986738562,152.95430303212345
"(0, 1, 2)","(1, 2, 2)",21476.481570794014,21511.170906549425,123.96325236228628,153.12871407429157
"(0, 2, 0)","(2, 0, 1)",23795.31694004044,23818.486335736892,123.0915121834293,153.38920111112847
"(0, 1, 0)","(0, 2, 2)",21591.51554897101,21608.86271997777,124.68966423702688,153.65826141200463
"(0, 1, 0)","(1, 2, 2)",21593.40347497261,21616.53303631496,124.86005601472365,153.80461690950713
"(2, 1, 2)","(0, 2, 2)",21478.070519777575,21518.541411492224,126.77248784317331,155.83936384824537
"(0, 0, 2)","(2, 2, 0)",24685.478669132135,24714.394789213817,105.49937007300566,155.94494688227948
"(0, 1, 2)","(2, 2, 2)",21499.26918788284,21539.74007959749,129.05467548961792,157.80387813111003
"(1, 2, 2)","(0, 1, 2)",21581.124491168037,21615.841309794734,127.68084653337637,157.83908058072927
"(2, 0, 2)","(0, 2, 0)",25563.030111769942,25591.98979155463,102.17512515189206,158.82230348515435
"(2, 1, 1)","(1, 2, 1)",22463.098572758965,22497.820374774656,130.74988511354468,159.0627189259061
"(1, 2, 0)","(2, 0, 2)",22699.038721588302,22733.79033732993,127.96072922468605,159.79685958232872
"(1, 0, 2)","(0, 2, 0)",25653.104194526462,25676.271938354213,100.34136792754217,160.70438985475525
"(2, 0, 1)","(0, 2, 0)",25665.012973763907,25688.18236946036,101.29109275408786,161.4344125224321
"(1, 2, 1)","(1, 1, 2)",21453.25522168204,21487.974532520613,135.47962032425468,163.3076508568806
"(2, 2, 1)","(1, 1, 2)",21454.785163806704,21495.291026451705,135.5382314583482,163.3628780952946
"(0, 2, 2)","(1, 1, 2)",21445.505596713017,21480.222415339715,135.59896998423946,163.4197646817926
"(2, 2, 1)","(2, 1, 1)",21461.747511604073,21502.253374249074,135.9340171106448,163.6234860737262
"(1, 2, 2)","(0, 1, 1)",21699.07455982656,21728.03010737961,136.20848868818987,164.46992743806462
"(1, 2, 1)","(2, 1, 2)",21450.141318206937,21490.647180851938,136.76488094210384,164.58326622168323
"(2, 2, 1)","(2, 1, 2)",21451.81619933345,21498.10861378488,136.7812622419989,164.59814036906806
"(2, 2, 2)","(1, 1, 2)",21449.031056109263,21495.32014761153,137.09449825717323,164.83425790269177
"(1, 2, 2)","(2, 1, 2)",21444.118148763686,21490.40724026595,137.3406345980679,165.10804490209574
"(0, 2, 1)","(1, 1, 2)",21556.92397931934,21585.856738351486,137.5115965608105,165.15502651981924
"(2, 2, 2)","(0, 1, 2)",21454.273555017782,21494.776510082265,137.60406852082792,165.2090436715531
"(0, 2, 2)","(2, 1, 2)",21442.92017574732,21483.423130811803,137.4815123607832,165.26220214716452
"(2, 2, 2)","(2, 1, 2)",21445.59382983904,21497.669057779087,137.5207855019984,165.299670592502
"(2, 2, 2)","(1, 1, 1)",21550.650302764247,21591.188069338517,137.72504358465872,165.32929638421825
"(0, 2, 2)","(0, 1, 1)",21544.779820691096,21567.944258733536,137.9343568973392,165.53003105044567
"(2, 2, 2)","(0, 1, 1)",21547.372981038556,21582.119638102216,137.94198625612407,165.53716496826516
"(0, 2, 2)","(1, 1, 1)",21546.7697379179,21575.72528547095,137.97299471726672,165.56660708405965
"(2, 2, 1)","(0, 1, 1)",21554.369858317415,21583.32747241317,138.05157145225763,165.6406341005889
"(2, 2, 1)","(1, 1, 1)",21556.359415745956,21591.10855266086,138.10406059607138,165.69029921928788
"(1, 2, 1)","(0, 1, 1)",21552.830262735486,21575.996354012088,138.13405441554588,165.71766984164634
"(0, 2, 0)","(0, 2, 0)",28162.8635040999,28168.65544005684,106.74509802664292,165.73973611152726
"(1, 0, 0)","(0, 2, 0)",25725.447983309154,25737.033506750788,106.74509803921525,165.73973612479006
"(2, 0, 0)","(0, 2, 0)",25666.52469557657,25683.90174234891,106.74509803922344,165.7397361247985
"(0, 0, 0)","(0, 2, 0)",28082.056384160886,28087.8491458817,106.7450980392152,165.73973612480046
"(0, 1, 0)","(0, 2, 0)",25984.021917461032,25989.814266385147,106.74509803921829,165.73973612480404
"(1, 1, 0)","(0, 2, 0)",25848.475983855307,25860.060681703533,106.74509803935098,165.73973612489513
"(1, 2, 1)","(1, 1, 1)",21554.81891875057,21583.776532846325,138.17774102338058,165.75903885970004
"(0, 2, 1)","(2, 1, 2)",21554.456041053843,21589.175351892416,138.12284625288865,165.85075483638653
"(0, 2, 1)","(0, 1, 1)",21656.481826508632,21673.856394966086,138.39778202076883,165.89498348409955
"(2, 1, 1)","(0, 2, 1)",23055.073222782667,23084.00805779574,138.15299672113733,165.97363264805816
"(0, 2, 1)","(1, 1, 1)",21658.44420669587,21681.61029797247,138.54854760458295,166.03789367345817
"(0, 2, 2)","(0, 1, 2)",21451.317510081666,21480.24819227058,138.7994388271555,166.34776171047127
"(0, 2, 2)","(1, 2, 0)",24365.29300062474,24388.44252873068,137.25230597914063,166.6128226327536
"(2, 2, 2)","(2, 1, 1)",21464.152179669865,21510.444594121294,139.44488550739814,166.96083064135425
"(1, 2, 1)","(0, 1, 2)",21458.542172925656,21487.4749319578,139.89316298545816,167.38765308500652
"(2, 2, 1)","(0, 1, 2)",21460.063778975975,21494.783089814548,139.90287631732411,167.3985660008863
"(1, 2, 1)","(2, 1, 1)",21468.317713806875,21503.039515822566,140.05909315534294,167.54617009308296
"(0, 2, 1)","(0, 1, 2)",21560.747081075544,21583.89328830126,140.7382640871685,168.1192792651808
"(0, 2, 2)","(2, 1, 1)",21476.998046416782,21511.72233857569,141.0833620668664,168.52816458039015
"(1, 0, 1)","(0, 2, 0)",25673.33449382636,25690.711540598702,111.99699259267986,168.84858602112092
"(2, 1, 1)","(0, 2, 0)",25663.908511801546,25687.076255629298,111.34011791912533,169.00255721056658
"(0, 2, 1)","(2, 1, 1)",21578.591478300477,21607.5283884329,141.9659938186071,169.29433247090043
"(1, 2, 2)","(2, 1, 1)",21605.370310181475,21645.879079199778,142.3700882213574,169.6988901754279
"(0, 0, 2)","(0, 2, 0)",26183.284588612376,26200.66039648319,111.68177314054816,169.94040166105796
"(0, 2, 0)","(2, 0, 2)",23787.937072640078,23816.896752424767,138.29479937370994,173.8595852377562
"(0, 0, 1)","(0, 2, 0)",26810.208366049512,26821.793063897738,116.0349188573377,173.97095792259574
"(2, 1, 1)","(2, 2, 2)",21494.209833332934,21540.465619208408,161.322331662126,189.1767346706408
"(0, 2, 1)","(2, 2, 2)",21600.84548831,21635.53482406541,161.61096039350772,189.56781554333008
"(2, 0, 2)","(2, 2, 0)",23225.650520280735,23266.127252629845,150.69687101169436,193.6755643774861
"(1, 2, 1)","(1, 2, 0)",24361.84251722329,24384.99038523375,142.5755223506358,197.96798257913304
"(2, 0, 1)","(2, 2, 0)",23326.642486443547,23361.33682845707,160.56686615630397,205.00230552366986
"(0, 2, 1)","(1, 2, 0)",24487.32615218802,24504.688298267472,163.30892123348931,232.90273030681084
"(2, 2, 2)","(1, 2, 0)",24232.57076753942,24267.29007837799,192.77406160144173,232.98074277755794
"(0, 1, 0)","(2, 2, 2)",21693.390155221008,21722.302106898944,232.43543270172665,266.4378969930739
"(1, 2, 2)","(2, 2, 2)",23098.73528083041,23144.984388909168,236.13279358040987,272.21478186874214
"(2, 1, 1)","(1, 2, 2)",23032.722267540958,23073.196080182,238.76357584959914,273.7271828368268
"(2, 2, 0)","(2, 1, 2)",22248.91800674467,22289.42386938967,252.15047415364987,280.495818121522
"(0, 2, 1)","(0, 2, 2)",21601.50159994256,21624.6278237795,253.03983455829658,290.1292194208176
"(1, 1, 2)","(1, 2, 0)",24358.834727132562,24387.771637264985,242.83217324772508,290.64194674100975
"(2, 1, 0)","(1, 2, 0)",24348.842333297485,24371.990201307945,246.6605264109945,295.32797633268495
"(2, 2, 0)","(0, 2, 2)",22293.54487086488,22322.454737037053,269.5822703935822,308.0727576417849
"(0, 1, 1)","(1, 2, 0)",24364.147636551956,24381.511027186498,258.7833035710996,310.3912046956662
"(0, 2, 1)","(1, 2, 2)",21713.675527445826,21742.583307242003,271.4273398677421,311.10839236262365
"(2, 1, 2)","(1, 2, 0)",24351.7836782629,24386.50548027859,260.2831842641433,312.26991588804947
"(1, 2, 1)","(2, 2, 2)",21508.551582937573,21549.02247465222,274.8155857813063,316.1338339573318
"(0, 1, 2)","(1, 2, 0)",24366.139414973863,24389.290602486588,263.6002464276696,316.39195345429226
"(2, 2, 0)","(1, 2, 2)",22295.103117841478,22329.794957248083,284.82548438590425,325.60457540182574
"(1, 2, 2)","(0, 2, 1)",23904.265338968093,23933.196021157008,307.6445064204507,377.23028134439636
"(1, 2, 0)","(1, 1, 2)",22610.97298527255,22639.907820285625,349.18423332483667,385.9303731580668
"(0, 2, 2)","(1, 2, 2)",21544.326772965534,21579.013604024603,339.0929049492685,391.3019296498592
"(2, 2, 0)","(2, 1, 1)",22256.011300542275,22290.730611380848,356.07117404960815,394.7306063577234
"(2, 2, 2)","(2, 2, 2)",22611.91341578095,22663.943662369555,356.9560007756912,413.3105334974361
"(0, 2, 2)","(2, 2, 2)",21779.26681503362,21819.734784602537,363.66228505871624,420.59751965373425
"(2, 2, 0)","(1, 1, 2)",22267.157021605264,22301.878823620955,380.22175571477686,425.44469766133017
"(2, 2, 1)","(1, 2, 2)",21553.17259852383,21593.64349023848,372.68813553878937,433.1849065976863
"(2, 2, 0)","(0, 1, 1)",22366.09859842973,22389.26634225748,387.7013703096457,435.487986595427
"(2, 1, 0)","(0, 2, 0)",25837.477577260557,25854.85338513137,377.65751835848687,467.8516908360207
"(2, 2, 0)","(1, 1, 1)",22358.330565826887,22387.28817992264,415.3029920478515,468.9474575248612
"(2, 2, 2)","(0, 2, 2)",21531.590775856333,21572.05874542525,403.95701255174396,472.2988336731401
"(1, 1, 2)","(0, 2, 0)",25826.953764189017,25850.11985546562,382.3512804584621,473.93906743782634
"(1, 0, 0)","(2, 2, 0)",23404.22675549586,23427.35798454722,386.94268212177167,488.0064543616346
"(2, 1, 2)","(0, 2, 0)",25827.64634774504,25856.603961840796,412.82514742961433,512.9670445343176
"(1, 2, 1)","(1, 2, 2)",24022.376255704556,24057.065591459967,448.5673098549039,527.5970873438408
"(2, 2, 0)","(0, 1, 2)",22265.262521332486,22294.19735634556,477.2622451324547,545.6810486597451
"(1, 1, 1)","(0, 2, 0)",25836.248887927723,25853.624695798535,476.3385438575261,594.2006803251437
"(0, 1, 2)","(0, 2, 0)",25826.42436770418,25843.798936161635,493.8532158034668,616.825605304196
"(1, 2, 0)","(2, 1, 1)",22610.54274480649,22639.477579819566,565.2121715939531,635.4926303520339
"(2, 0, 0)","(2, 2, 0)",23335.985663767817,23364.897615445752,525.472579586384,641.0521602522554
"(1, 0, 2)","(2, 2, 0)",23346.976714038126,23381.673557615166,525.9701483613751,641.5676681602877
"(2, 0, 2)","(1, 2, 2)",22814.213798964513,22860.469584839986,556.7910911320915,644.2541998005654
"(1, 0, 1)","(2, 2, 0)",23346.403597721604,23375.317634035804,548.7563951437099,667.3745065184563
"(0, 1, 1)","(0, 2, 0)",25834.555029280993,25846.13890119487,556.8529311591939,698.5847015323139
"(1, 2, 0)","(0, 2, 2)",22640.132550618022,22663.26044355576,618.6643337149362,702.8839813901659
"(1, 2, 0)","(1, 2, 2)",22641.414884014834,22670.324750187006,622.6629216116943,705.7569942901926
"(2, 2, 0)","(2, 2, 2)",22302.13488054613,22342.60577226078,607.9397343376468,725.5044077692252
"(1, 2, 0)","(0, 1, 1)",22714.803841712965,22732.179649583777,639.3073687929492,734.7067469135919
"(1, 2, 0)","(1, 1, 1)",22715.75675100738,22738.92449483513,658.4704934331321,756.7091569907435
"(1, 2, 0)","(0, 1, 2)",22612.125789266247,22635.273657276706,691.6458710142894,796.4681941423994
"(2, 2, 1)","(2, 2, 2)",23277.49229808499,23323.744745758875,651.6685956695798,802.8415187428126
"(1, 2, 0)","(2, 1, 2)",22628.20534454904,22662.92714656473,774.0325581511213,898.7308729958526
"(1, 2, 1)","(0, 2, 2)",22085.227266220958,22114.135046017134,788.6976129258676,964.3704421300259
"(1, 2, 1)","(0, 2, 0)",25837.261946232895,25854.636514690348,708.3867767650911,988.0439634753568
"(0, 2, 1)","(0, 2, 0)",25972.2900787354,25983.873124373702,819.4559675128986,1152.8352554973674
"(1, 2, 0)","(2, 2, 2)",22677.50420709521,22712.196046501816,1094.084482920141,1280.9281694674025
"(0, 2, 0)","(2, 1, 2)",23666.069145242684,23695.00398025576,1140.2098221035797,1312.9859757887882
"(0, 2, 0)","(2, 2, 1)",24300.09060832713,24323.22016966948,893.489621148228,1338.4695497698365
"(1, 2, 2)","(1, 2, 1)",23579.061496783288,23613.778315409985,1048.214309531514,1350.969798321635
"(2, 2, 1)","(0, 2, 0)",25836.465245912048,25859.63133718865,1010.7999166071415,1391.058427016566
"(0, 2, 0)","(0, 1, 1)",23783.96094638613,23795.544818300008,1260.1001036356986,1436.13052098268
"(0, 2, 0)","(1, 1, 1)",23784.69616512797,23802.071972998783,1278.7288403233977,1459.951980011539
"(0, 2, 2)","(0, 2, 2)",23198.825056544803,23227.73074909403,1211.6591161153606,1529.5070134837429
"(1, 2, 2)","(0, 2, 0)",25825.256577217307,25848.421015259748,1118.3045017122786,1534.6358268451052
"(0, 2, 0)","(1, 1, 2)",23675.129332208257,23698.277200218716,1345.2390257611178,1560.1946493443515
"(0, 2, 0)","(0, 1, 2)",23673.375803669813,23690.736704677656,1366.9183328811343,1574.7498507620958
"(0, 2, 2)","(0, 2, 0)",25823.57402718158,25840.94735571341,1211.2106024370082,1659.0277129472838
"(0, 2, 0)","(2, 1, 1)",23683.60484290195,23706.75437100789,1442.4520952850971,1672.2209322307629
"(2, 2, 2)","(0, 2, 0)",25652.308884045357,25681.264431598407,1332.28641239153,1836.4858142223243
"(0, 2, 0)","(1, 2, 1)",24722.474925013918,24739.83582602176,1278.7301576536333,1888.947726976803
"(2, 2, 0)","(2, 2, 1)",22920.007292452214,22954.696628207625,1950.7052455502646,2584.317614650624
"(2, 2, 0)","(2, 1, 0)",22958.544411657218,22987.477170689363,2007.1037698619728,2694.574062762871
"(2, 2, 1)","(0, 2, 2)",21879.226234052836,21913.915569808247,2378.293144758199,3192.009847146024
"(0, 2, 0)","(0, 2, 2)",23695.529653691712,23712.875573395017,2700.7234090611673,3217.5692854593867
"(0, 2, 0)","(2, 2, 2)",23698.4585349868,23727.368401158972,2723.687656348733,3246.713358461589
"(0, 2, 0)","(1, 2, 2)",23696.514345099295,23719.64223803703,2725.213260436604,3248.6980385555394
"(1, 2, 2)","(2, 2, 0)",23422.6442272319,23457.336066638505,2142.8028909515087,3259.116621461427
"(0, 2, 0)","(0, 2, 1)",25424.37386550075,25435.947799505982,2922.489973136371,4355.950303618535
"(2, 2, 1)","(2, 2, 1)",23205.522752987985,23245.993644702634,3334.9722276990633,4417.530754651895
"(1, 2, 0)","(2, 1, 0)",23308.147695773212,23331.29556378367,3662.0288882324694,4894.551667720036
"(1, 2, 0)","(2, 2, 1)",23268.57490595252,23297.48477212469,3737.0018715666897,4960.44550845181
"(2, 2, 0)","(1, 1, 0)",23367.598974154935,23390.765065431537,3970.546276607267,5322.635404846483
"(2, 2, 0)","(1, 2, 1)",23327.47535840488,23356.408117437026,5281.119768066468,7242.621182035188
"(1, 2, 0)","(1, 1, 0)",23741.10905230841,23758.484860179222,7507.516083622205,10033.170815320382
"(2, 1, 2)","(2, 2, 0)",23401.49917231197,23441.972984953012,8833.435798614319,11698.392871904836
"(2, 1, 1)","(2, 2, 0)",23400.43456301743,23435.126402424034,8835.40990858622,11700.997424064626
"(1, 1, 1)","(2, 2, 0)",23408.06841984198,23436.980371519916,8858.412256345177,11731.481478174132
"(0, 1, 2)","(2, 2, 0)",23416.91249448553,23445.826530799728,8863.833127712252,11738.637163289239
"(0, 1, 1)","(2, 2, 0)",23414.964307889448,23438.095536940808,8878.487867367887,11757.98082268555
"(1, 1, 2)","(2, 2, 0)",23409.963176762583,23444.65751877611,8896.922381429207,11782.303825504392
"(1, 2, 0)","(1, 2, 1)",23699.8152992538,23722.96316726426,8735.093166050405,11811.344167109659
"(2, 1, 0)","(2, 2, 0)",23400.643022010456,23429.55288818263,8934.652757150936,11832.098244871286
"(1, 1, 0)","(2, 2, 0)",23409.86225512647,23432.99181646882,9051.272444924118,11985.891009303963
"(0, 1, 0)","(2, 2, 0)",23510.34018145729,23527.68860324581,9692.940953979536,12831.542701201637
"(2, 2, 2)","(2, 2, 0)",23318.486563068436,23358.957454783085,9704.728405558892,13008.87989042242
"(0, 2, 2)","(2, 2, 0)",23416.415989355963,23445.3279410339,9965.130912009998,13352.622661196861
"(2, 2, 1)","(2, 2, 0)",23400.703583117545,23435.392918872956,10021.22052192814,13426.854698099849
"(1, 2, 1)","(2, 2, 0)",23410.320670389785,23439.230536561958,10146.975136027759,13594.085091649902
"(0, 2, 1)","(2, 2, 0)",23511.30276872868,23534.43233007103,10816.806594008869,14481.186728172785
"(2, 2, 2)","(1, 2, 2)",23012.760674623096,23059.009782701854,10475.659466384664,14760.519048042654
"(2, 2, 0)","(0, 1, 0)",24157.389758448004,24174.77916617726,12034.824789920614,16114.186050747718
"(2, 2, 0)","(0, 2, 1)",24001.655676126727,24024.803544137187,13681.357646973256,18556.608242972554
"(1, 2, 0)","(0, 1, 0)",24526.6074127943,24538.201173479865,22091.287376988985,29525.856993585952
"(1, 2, 0)","(0, 2, 1)",24360.143794409865,24377.50469541771,24629.3892140666,33279.009432137056
"(1, 2, 2)","(0, 2, 2)",22598.00329397525,22632.690125034318,64301.88394643949,123610.2725268974
"(2, 2, 0)","(1, 2, 0)",25196.334757213408,25219.480964439124,129547.71718570651,193301.29388815974
"(1, 2, 0)","(1, 2, 0)",25584.27379082088,25601.634691828724,245997.2288770614,366841.80389192404
"(2, 2, 0)","(2, 2, 0)",24232.805601083266,24261.713380879442,285542.4202128495,422633.7641894645
"(2, 2, 0)","(0, 2, 0)",26697.786968329863,26715.161536787316,328730.70303667226,492170.81301192276
"(1, 2, 0)","(2, 2, 0)",24579.564066010214,24602.69195894795,406549.3020677102,602284.879154685
"(0, 2, 0)","(2, 2, 0)",25590.807084948166,25608.154255954927,588501.9620637139,872478.1226533861
"(1, 2, 0)","(0, 2, 0)",27064.251194461125,27075.835066375002,597063.892253153,893508.5749713946
