order,seasonal_order,mean_RMSE,std_RMSE,mean_MAE,std_MAE,mean_AIC,std_AIC,mean_BIC,std_BIC,num_successful_trials
"(1, 2, 0)","(0, 1, 2)",796.468194369808,2.2737367544323206e-13,691.6458712082346,1.1368683772161603e-13,22612.125789266316,0.0,22635.27365727677,3.637978807091713e-12,30
"(1, 2, 0)","(0, 2, 0)",893508.5749714251,2.3283064365386963e-10,597063.8922531733,0.0,27064.251194461143,3.637978807091713e-12,27075.835066375013,1.0913936421275139e-11,30
"(1, 2, 0)","(0, 2, 1)",33279.00951221683,1.4551915228366852e-11,24629.389272766373,1.0913936421275139e-11,24360.143794410324,1.0913936421275139e-11,24377.504695418178,0.0,30
"(1, 2, 0)","(0, 2, 2)",702.3444541412963,2.2737367544323206e-13,618.260260082789,1.1368683772161603e-13,22640.132749661934,7.275957614183426e-12,22663.260642599675,3.637978807091713e-12,30
"(1, 2, 0)","(1, 0, 0)",131.8155273256487,5.684341886080802e-14,99.2796170029315,2.842170943040401e-14,22809.257674044944,7.275957614183426e-12,22826.648315073307,7.275957614183426e-12,30
"(1, 2, 0)","(1, 0, 1)",133.598417510265,2.842170943040401e-14,101.53757679307213,2.842170943040401e-14,22811.20830256151,3.637978807091713e-12,22834.395823932635,7.275957614183426e-12,30
"(1, 2, 0)","(1, 0, 2)",125.45446222854748,1.4210854715202004e-14,90.90436029625938,1.4210854715202004e-14,22705.763306246816,7.275957614183426e-12,22734.72298603151,1.0913936421275139e-11,30
"(1, 2, 0)","(1, 1, 0)",10033.170820564577,1.8189894035458565e-12,7507.51608758115,9.094947017729282e-13,23741.10905230847,7.275957614183426e-12,23758.48486017927,7.275957614183426e-12,30
"(1, 2, 0)","(1, 1, 1)",756.7091544867329,1.1368683772161603e-13,658.4704912950116,2.2737367544323206e-13,22715.75675100777,7.275957614183426e-12,22738.924494835534,3.637978807091713e-12,30
"(1, 2, 0)","(1, 1, 2)",385.9304121012896,1.1368683772161603e-13,349.1842674321019,1.1368683772161603e-13,22610.972985276512,7.275957614183426e-12,22639.907820289598,3.637978807091713e-12,30
"(1, 2, 0)","(1, 2, 0)",366841.80308663694,1.1641532182693481e-10,245997.22833883882,2.9103830456733704e-11,25584.273790820076,1.0913936421275139e-11,25601.63469182793,0.0,30
"(1, 2, 0)","(1, 2, 1)",11811.344109688729,3.637978807091713e-12,8735.093123104252,0.0,23699.81529925411,3.637978807091713e-12,23722.963167264574,7.275957614183426e-12,30
"(1, 2, 0)","(1, 2, 2)",696.2209457066892,0.0,615.449075597087,1.1368683772161603e-13,22641.413209466886,1.0913936421275139e-11,22670.323075639073,3.637978807091713e-12,30
"(1, 2, 0)","(2, 0, 0)",131.66913643535085,2.842170943040401e-14,99.09382667487858,1.4210854715202004e-14,22704.58168157648,1.0913936421275139e-11,22727.749425404243,0.0,30
"(1, 2, 0)","(2, 0, 1)",99.12715476221135,1.4210854715202004e-14,67.286550746559,0.0,22704.99857469485,0.0,22733.95825447955,7.275957614183426e-12,30
"(1, 2, 0)","(2, 0, 2)",159.7968566392168,5.684341886080802e-14,127.96072704217474,1.4210854715202004e-14,22699.038721591824,0.0,22733.790337333452,0.0,30
"(1, 2, 0)","(2, 1, 0)",4894.5517288765395,0.0,3662.028934121934,4.547473508864641e-13,23308.147695772313,7.275957614183426e-12,23331.295563782773,7.275957614183426e-12,30
"(1, 2, 0)","(2, 1, 1)",635.4926310765192,1.1368683772161603e-13,565.2121723018973,0.0,22610.54274480648,7.275957614183426e-12,22639.47757981954,7.275957614183426e-12,30
"(1, 2, 0)","(2, 1, 2)",898.735714850808,1.1368683772161603e-13,774.036673131825,2.2737367544323206e-13,22628.205343640766,0.0,22662.92714565645,7.275957614183426e-12,30
"(1, 2, 0)","(2, 2, 0)",602284.8798492603,1.1641532182693481e-10,406549.3025324516,1.1641532182693481e-10,24579.56406601004,7.275957614183426e-12,24602.691958947773,3.637978807091713e-12,30
"(1, 2, 0)","(2, 2, 1)",4960.435154355701,1.8189894035458565e-12,3736.99419920525,9.094947017729282e-13,23268.574905826943,0.0,23297.484771999105,1.0913936421275139e-11,30
"(1, 2, 0)","(2, 2, 2)",807.5009287032367,2.2737367544323206e-13,693.8519005680641,1.1368683772161603e-13,22647.04065733318,7.275957614183426e-12,22681.732496739787,1.0913936421275139e-11,30
"(1, 2, 1)","(0, 0, 0)",121.95609415574381,0.0,86.03769854787522,2.842170943040401e-14,21719.201961224222,7.275957614183426e-12,21736.606135185102,0.0,30
"(1, 2, 1)","(0, 0, 1)",121.80777031142742,4.263256414560601e-14,85.82631402266402,1.4210854715202004e-14,21624.843370300736,3.637978807091713e-12,21648.02924727309,7.275957614183426e-12,30
"(1, 2, 1)","(0, 0, 2)",123.21992551709992,0.0,87.82142825978015,2.842170943040401e-14,21525.485319799092,1.0913936421275139e-11,21554.44293389485,7.275957614183426e-12,30
"(1, 2, 1)","(0, 1, 0)",114.02607382515586,0.0,76.94561680816861,1.4210854715202004e-14,23305.80583835775,7.275957614183426e-12,23323.195246087005,3.637978807091713e-12,30
"(1, 2, 1)","(0, 1, 1)",165.7176452882998,2.842170943040401e-14,138.13403166701042,5.684341886080802e-14,21552.83025908229,3.637978807091713e-12,21575.996350358902,7.275957614183426e-12,30
"(1, 2, 1)","(0, 1, 2)",167.38760739850653,2.842170943040401e-14,139.89311415736398,2.842170943040401e-14,21458.542173696344,3.637978807091713e-12,21487.474932728484,7.275957614183426e-12,30
"(1, 2, 1)","(0, 2, 0)",988.0133670609206,2.2737367544323206e-13,708.3661086784202,2.2737367544323206e-13,25837.261958839856,7.275957614183426e-12,25854.636527297316,0.0,30
"(1, 2, 1)","(0, 2, 1)",135.97383449074272,2.842170943040401e-14,104.02849207312151,1.4210854715202004e-14,23156.625196247853,7.275957614183426e-12,23179.771403473576,0.0,30
"(1, 2, 1)","(0, 2, 2)",280.6417013070775,5.684341886080802e-14,245.10783112061625,5.684341886080802e-14,21529.9508341857,0.0,21558.858613981873,3.637978807091713e-12,30
"(1, 2, 1)","(1, 0, 0)",121.72751001324936,1.4210854715202004e-14,85.71174446515532,0.0,21632.748358188765,3.637978807091713e-12,21655.935879559907,1.0913936421275139e-11,30
"(1, 2, 1)","(1, 0, 1)",121.71158035531046,2.842170943040401e-14,85.70345932369213,1.4210854715202004e-14,21625.548114377816,1.0913936421275139e-11,21654.530460593265,7.275957614183426e-12,30
"(1, 2, 1)","(1, 0, 2)",119.3327716196467,2.842170943040401e-14,82.56762599913957,1.4210854715202004e-14,21520.696938358156,7.275957614183426e-12,21555.446075273074,7.275957614183426e-12,30
"(1, 2, 1)","(1, 1, 0)",135.7938319176656,2.842170943040401e-14,103.8510639958425,4.263256414560601e-14,22555.639085001312,0.0,22578.80682882907,7.275957614183426e-12,30
"(1, 2, 1)","(1, 1, 1)",165.75832389923752,2.842170943040401e-14,138.17695291721208,2.842170943040401e-14,21554.81895916884,7.275957614183426e-12,21583.77657326459,3.637978807091713e-12,30
"(1, 2, 1)","(1, 1, 2)",163.30902342766052,2.842170943040401e-14,135.48114211642206,5.684341886080802e-14,21453.255222216256,0.0,21487.974533054836,7.275957614183426e-12,30
"(1, 2, 1)","(1, 2, 0)",197.9608697837346,5.684341886080802e-14,142.5712852129504,0.0,24361.842517709232,3.637978807091713e-12,24384.990385719688,0.0,30
"(1, 2, 1)","(1, 2, 1)",105.8528087790843,2.842170943040401e-14,77.57380620517073,1.4210854715202004e-14,22518.733005815753,3.637978807091713e-12,22547.665764847894,0.0,30
"(1, 2, 1)","(1, 2, 2)",665.507442379065,1.1368683772161603e-13,552.8177963267049,1.1368683772161603e-13,23890.8975066405,7.275957614183426e-12,23925.58684239591,7.275957614183426e-12,30
"(1, 2, 1)","(2, 0, 0)",123.30263991278335,2.842170943040401e-14,87.93744304550458,1.4210854715202004e-14,21534.69449985107,7.275957614183426e-12,21563.654179635763,1.0913936421275139e-11,30
"(1, 2, 1)","(2, 0, 1)",123.31496867021578,2.842170943040401e-14,87.95468078329273,2.842170943040401e-14,21536.69025832551,3.637978807091713e-12,21571.441874067143,7.275957614183426e-12,30
"(1, 2, 1)","(2, 0, 2)",117.84748969399615,2.842170943040401e-14,80.80081363589214,0.0,21517.071843397993,1.0913936421275139e-11,21557.612503132044,7.275957614183426e-12,30
"(1, 2, 1)","(2, 1, 0)",122.3007042005274,1.4210854715202004e-14,86.63219223792674,4.263256414560601e-14,22175.357919415186,1.0913936421275139e-11,22204.292754428243,7.275957614183426e-12,30
"(1, 2, 1)","(2, 1, 1)",167.54512529259893,5.684341886080802e-14,140.05799608369293,5.684341886080802e-14,21468.31770614868,7.275957614183426e-12,21503.03950816437,7.275957614183426e-12,30
"(1, 2, 1)","(2, 1, 2)",164.58360495469944,5.684341886080802e-14,136.76538878969575,2.842170943040401e-14,21450.14131016766,7.275957614183426e-12,21490.647172812678,1.0913936421275139e-11,30
"(1, 2, 1)","(2, 2, 0)",13594.232413445654,0.0,10147.087220183626,1.8189894035458565e-12,23410.320662733484,3.637978807091713e-12,23439.23052890565,3.637978807091713e-12,30
"(1, 2, 1)","(2, 2, 1)",111.26197012040751,1.4210854715202004e-14,74.15116947287962,2.842170943040401e-14,22149.488491444477,7.275957614183426e-12,22184.180330851083,7.275957614183426e-12,30
"(1, 2, 1)","(2, 2, 2)",198.929926015585,2.842170943040401e-14,170.72295785203517,8.526512829121202e-14,21512.18516800586,3.637978807091713e-12,21552.656059720513,7.275957614183426e-12,30
"(1, 2, 2)","(0, 0, 0)",122.00922436603918,2.842170943040401e-14,86.11331015778948,4.263256414560601e-14,21711.846704628246,1.0913936421275139e-11,21735.05063291328,7.275957614183426e-12,30
"(1, 2, 2)","(0, 0, 1)",122.04179216742008,2.842170943040401e-14,86.15963353824914,1.4210854715202004e-14,21618.13637965246,7.275957614183426e-12,21647.11666952404,7.275957614183426e-12,30
"(1, 2, 2)","(0, 0, 2)",122.68647155108617,2.842170943040401e-14,87.07251504212837,4.263256414560601e-14,21518.236571018424,7.275957614183426e-12,21552.983228082077,0.0,30
"(1, 2, 2)","(0, 1, 0)",119.89717286347745,1.4210854715202004e-14,83.33954582136533,1.4210854715202004e-14,23295.215482039526,7.275957614183426e-12,23318.399713936804,7.275957614183426e-12,30
"(1, 2, 2)","(0, 1, 1)",127.04669299329652,4.263256414560601e-14,93.17790847516532,2.842170943040401e-14,21685.332528526396,7.275957614183426e-12,21714.288076079443,3.637978807091713e-12,30
"(1, 2, 2)","(0, 1, 2)",141.45984029240483,0.0,109.6903322831278,2.842170943040401e-14,21571.38586236619,3.637978807091713e-12,21606.1026809929,7.275957614183426e-12,30
"(1, 2, 2)","(0, 2, 0)",1534.7840040681529,4.547473508864641e-13,1118.4157217861316,0.0,25825.25658596804,7.275957614183426e-12,25848.42102401048,7.275957614183426e-12,30
"(1, 2, 2)","(0, 2, 1)",256.64432519895746,5.684341886080802e-14,202.14155647231,5.684341886080802e-14,23906.00704580055,3.637978807091713e-12,23934.937727989472,1.0913936421275139e-11,30
"(1, 2, 2)","(0, 2, 2)",679.0217067740637,1.1368683772161603e-13,559.8545030202755,1.1368683772161603e-13,22580.826076564146,0.0,22615.51290762321,3.637978807091713e-12,30
"(1, 2, 2)","(1, 0, 0)",121.78889940970576,2.842170943040401e-14,85.79938415166605,2.842170943040401e-14,21633.9516995692,7.275957614183426e-12,21662.936101283103,7.275957614183426e-12,30
"(1, 2, 2)","(1, 0, 1)",121.97658999420615,2.842170943040401e-14,86.0668772064193,4.263256414560601e-14,21619.895054000674,3.637978807091713e-12,21654.671401846575,0.0,30
"(1, 2, 2)","(1, 0, 2)",122.68688578406925,4.263256414560601e-14,87.07328684735427,1.4210854715202004e-14,21520.079377913484,3.637978807091713e-12,21560.61714448776,7.275957614183426e-12,30
"(1, 2, 2)","(1, 1, 0)",138.31350030730707,0.0,106.8634569819845,2.842170943040401e-14,22554.88559882486,7.275957614183426e-12,22583.845278609555,3.637978807091713e-12,30
"(1, 2, 2)","(1, 1, 1)",162.37156330581288,2.842170943040401e-14,133.98915497892727,2.842170943040401e-14,21661.885607534427,3.637978807091713e-12,21696.632264598076,7.275957614183426e-12,30
"(1, 2, 2)","(1, 1, 2)",121.47858291914375,0.0,86.40662337696396,2.842170943040401e-14,21542.229794477327,3.637978807091713e-12,21582.7327495418,7.275957614183426e-12,30
"(1, 2, 2)","(1, 2, 0)",604.1348749269812,2.2737367544323206e-13,408.5152855815102,5.684341886080802e-14,24641.20081123851,7.275957614183426e-12,24670.135646251598,7.275957614183426e-12,30
"(1, 2, 2)","(1, 2, 1)",1076.2773012525754,0.0,844.1295204707098,2.2737367544323206e-13,23575.978267271985,7.275957614183426e-12,23610.695085898664,1.0913936421275139e-11,30
